content,rating,tokenized_content,sentiment
chất lượng lock n lock thì rất tốt  thật sự trước giờ mua hàng ở tiki rất hài lòng nhưng hôm nay nhận hàng khá khó chịu. hộp ngoài bị bung 1 góc. cảm giác đóng gói không kĩ. hộp trong sản phẩm bị móp méo. hi vọng tiki làm việc lại với bên vận chuyển.,4,chất_lượng lock n lock tốt thật_sự mua hàng tiki hài_lòng hôm_nay nhận hàng khó_chịu hộp bung 1 góc cảm_giác đóng_gói không kĩ hộp sản_phẩm móp méo hi_vọng tiki làm_việc vận_chuyển,Positive
"Ly cầm khá vừa tay, lớp sơn nhám nên hi vọng không dễ trầy như các mẫu cũ. Thiết kế các phần dễ tháo ra để vệ sinh, đặc biệt lỗ cắm ống hút khá lớn nên có thể cho vừa ống hút loại to. Hơi buồn vì mua xong thì giá 10.10 thấp hơn vài chục",5,ly cầm lớp sơn nhám hi_vọng không dễ trầy mẫu cũ thiết_kế dễ tháo vệ_sinh đặc_biệt lỗ cắm ống hút lớn có_thể ống hút to buồn mua giá 10 10 chục,Positive
"Miếng ngăn đá thiết kế kính liền và phần nắp quá nhiều 
Trước mìh dùng sản phẩm khác đều có thể tuỳ ý và tháo ra vì k sử dụng lớp miếng ngăn cách đó.
Khi tháo ra hoặc lắp vô. Không hiểu tại sao luôn có tiếng “kẹt” khi xoay.
Sự khó chịu tăng gấp đôi!",4,miếng ngăn đá thiết_kế kính liền nắp mìh dùng sản_phẩm có_thể tuỳ_ý tháo k sử_dụng lớp miếng ngăn_cách tháo lắp vô không tại_sao tiếng “ kẹt ” xoay khó_chịu gấp đôi,Positive
Wow loại này mình dùng thích nhất trong các loại bình giữ nhiệt! Dễ vệ sinh và sử dụng được ống hút! Quai cầm thuân tiện và ko sợ bị gãy như loại trước! Do có 2 nắp nên giữ nhiệt ko tốt bằng loại cũ! Nhưng mình vẫn thích dùng loại mới này hơn! Có thể dùng để lắc protein mà ko lo hin đổ ra ngoài!,5,dùng thích bình nhiệt dễ vệ_sinh sử_dụng ống hút quai cầm thuân tiện không sợ gãy 2 nắp nhiệt not-positive cũ thích dùng có_thể dùng lắc protein không lo hin đổ,Positive
"Trùi ui xem ảnh k nghĩ là vỏ nhám nhưng nhận bình hoá ra nhám thật. Toẹt zời
Mh đã check thử bình theo hướng dẫn và chất lượng vẫn tốt như mọi khi 
Điểm cộng cho việc thông báo trước cho khách hàng về việc đơn hàng có thể bị trễ do khó khăn trong vận chuyển",5,trùi ảnh k vỏ nhám nhận bình hoá_ra nhám zời mh check thử bình hướng_dẫn chất_lượng tốt cộng thông_báo khách_hàng đơn hàng có_thể trễ khó_khăn vận_chuyển,Positive
"Bình đẹp, kiểu dáng nhìn rất thời trang. Do dịch nên mình chờ có hơi lâu nhưng mà cũng không sao. Mình chưa thử giữ lạnh, nhưng giữ nóng thì mình nghĩ sẽ không tốt bằng các loại bình nắp bằng kim loại. Vì nắp nhựa khá mỏng nên khi rót nước ấm/nóng vào bình thì nắp bình cũng ấm/nóng theo, nên khả năng mất nhiệt là khá cao. Tuy nhiên cũng vẫn ổn, bình vẫn giữ ấm được tầm 3 - 4h nếu đổ nước khá nóng vào. Còn nếu muốn ấm lâu hơn thì nên mua loại bình nắp kim loại có đệm lót cao su bên trong (mình có 1 bình khác của L&L nắp kim loại nên giữ ấm/lạnh tốt cực kì). Mình nghĩ bình như vậy là cũng ổn rồi với thời tiết của VN. Tóm lại là hàng đẹp, tốt, mình còn mua đợt siêu sale nên rất là ưng ý luôn.",4,bình đẹp kiểu_dáng thời_trang dịch chờ không thử lạnh nóng not-positive bình nắp kim_loại nắp nhựa mỏng rót nước ấm nóng bình nắp bình ấm nóng khả_năng nhiệt tuy_nhiên ổn bình ấm tầm 3 4h đổ nước nóng ấm mua bình nắp kim_loại đệm lót cao_su 1 bình l l nắp kim_loại ấm lạnh tốt cực_kì bình như_vậy ổn thời_tiết vn tóm hàng đẹp tốt mua đợt siêu sale ưng_ý,Positive
"Giao hàng nhanh vcđ, đêm qua đặt chiều hôm sau nhận hàng luôn,lúc đầu lướt thấy đã thích rồi mà đắt vch, sau thấy mua 2 gg 40% nên cũng cắn răng mua 2 cái, 1 dùng 1 tặng, *** qua thì thấy cứng cáp, giữ lạnh ổn, màu đẹp sợ xước thôi",5,giao hàng nhanh vcđ đêm chiều_hôm sau nhận hàng đầu lướt thích đắt vch sau mua 2 g 40 cắn_răng mua 2 1 dùng 1 tặng cứng_cáp lạnh ổn đẹp sợ xước,Positive
"Sản phẩm rất ok, đáng tiền. Được kèm 3 miếng lau, có thể dùng lau kính cửa, sàn nhà riêng. Vắt khô lau cực sạch bụi bẩn, đi mát chân hẳn. Cán lắp dễ dàng.  Tay nắm đệm cao su mềm cho cảm giác cầm nắm em tay. Bàn lau gấp lại rất nhạy và chuẩn giúp dễ đặt vô thùng kéo lên xuống. Vắt bên ngăn khô nước chảy về ngăn chưa luôn. Thích ?",5,sản_phẩm ok đáng tiền kèm 3 miếng lau có_thể dùng lau kính cửa sàn nhà_riêng vắt khô lau cực sạch bụi bẩn đi mát chân hẳn cán lắp dễ_dàng nắm đệm cao_su mềm cảm_giác cầm nắm bàn lau gấp nhạy chuẩn giúp dễ vô thùng kéo vắt ngăn khô nước chảy ngăn thích,Positive
"Mình đã mua 1 bộ không rõ nguồn gốc sài khá dỏm, miếng lau dễ bị bung ra khi giặt và xả, bộ này của Parroti tuyệt vời, khắc phục được nhược điểm đó do có nam châm hít tấm lau vào đế, bao giặt xả các kiểu, cây lau cũng êm tay và nhẹ, đầu chổi xoay linh động, dễ kiểm soát, không cần dùng sức",5,mua 1 không nguồn_gốc sài dỏm miếng lau dễ bung giặt xả paroti tuyệt_vời khắc_phục nhược_điểm nam_châm hít lau đế bao giặt xả kiểu cây lau êm nhẹ đầu chổi xoay linh_động dễ kiểm_soát không dùng sức,Positive
"Ui trùi, lần đầu tiên mua được cây lau nhà xịn xò như này, tất cả là nhờ ơn Tiki nhờ rìviu của khách hàng đánh giá 🥰. Cám ơn Parroti đã mang đến cho người tiêu dùng sp chất lượng.  Về độ bền thì chưa biết nhưng đã dùng thử thì thấy đáng tiền lắm mọi người ạ. Muốn mua thêm cho mẹ nữa. Cám ơn shop,  cám ơn anh shippo nhiệt tình dễ thương 🥰",5,trùi đầu_tiên mua cây lau_nhà xịn xò tất_cả ơn tiki rìviu khách_hàng đánh_giá cám_ơn paroti tiêu_dùng sản_phẩm_chất_lượng độ bền dùng thử đáng tiền mua mẹ cám_ơn cửa_hàng cám_ơn shipo nhiệt_tình dễ_thương,Positive
"Rất đáng để mua các bạn nhé
Có tặng kèm 3 miếng lau riêng nên lau nhà lau kính thoải mái mà ko sợ bẩn
Tháo lắp rất dễ dàng
Thùng đựng nước cũng nhỏ gọn nên xách nhẹ lắm luôn
Mìh mua 1 bộ xong dùng rất phù hợp nên mua tiếp bộ nữa đi tặng",5,đáng mua tặng kèm 3 miếng lau lau lau kính thoải_mái không sợ bẩn tháo lắp dễ_dàng thùng đựng nước nhỏ gọn xách nhẹ mìh mua 1 dùng phù_hợp mua tiếp đi tặng,Positive
"Mình nhận được hàng rồi , khá là hài lòng  vì sản phẩm cứng cáp, chưa sử dụng lâu nên chưa biết độ bền như thế nào nhưng nhìn sản phẩm cứng cáp chắc sẽ bền ...Các bạn nên mua hàng ở shop, đừng mua hàng rẽ hơn, hay hàng chợ ...Sẽ hối hận đây ...Cám ơn shop nhé , giao hàng rất nhanh ...cho shop 5*",5,nhận hàng hài_lòng sản_phẩm cứng_cáp sử_dụng độ bền thế_nào sản_phẩm cứng_cáp bền mua hàng cửa_hàng đừng mua hàng rẽ hay hàng_chợ hối_hận cám_ơn cửa_hàng giao hàng nhanh cửa_hàng 5,Positive
"Đây là bộ lau nhà mà tôi ưng ý nhất trong các mẫu lau nhà từ trước đến nay vì thiết kế nhỏ gọn, thông minh, có ngăn vắt khô riêng. Cây lau có thể xoay linh hoạt. Thích nhất là mình có thể lau được bề mặt tường, gương… Nói chung rất tiện lợi và hiệu quả",5,lau ưng_ý mẫu lau thiết_kế nhỏ gọn thông_minh ngăn vắt khô cây lau có_thể xoay linh_hoạt thích có_thể lau bề_mặt tường gương … nói_chung tiện_lợi hiệu_quả,Positive
"Tôi thực sự rất thích sản phẩm này. Trước đây tôi đã mua nhiều sản phẩm cây lau nhà, cả dạng tròn với dạng tự vắt khác, nhưng lần này tôi hoàn toàn hài lòng vì nhận được một sản phẩm vừa đẹp, chất lượng hoàn thiện cao và cảm giác sử dụng tốt. Với tấm lau lớn tôi lau sạch nhà nhanh hơn, cảm giác cầm nhẹ hơn, nhà rất nhanh khô. Tấm lau chỉ cần chà vài lần đã sạch hết vết bẩn. Tôi cảm giác được sự chăm chút của shop khi đóng gói bao bì cẩn thận, đẹp và còn được tặng thêm móc treo tường cao cấp. Nên mua.",5,thực_sự thích sản_phẩm mua sản_phẩm cây lau_nhà dạng tròn dạng vắt hoàn_toàn hài_lòng nhận sản_phẩm đẹp chất_lượng hoàn_thiện cảm_giác sử_dụng tốt lau lớn lau sạch nhanh cảm_giác cầm nhẹ nhanh khô lau chà_vài sạch vết bẩn cảm_giác chăm_chút cửa_hàng đóng_gói bao_bì cẩn_thận đẹp tặng móc treo tường cao_cấp mua,Positive
"Vào các sàn thương mại bây giờ, mục review là ma trận của các seeder (trừ các shop làm ăn chân chính). Sau khi sử dụng thì sản phẩm thực tế như sau:
1. Sp ghi kèm theo 3 miếng lau nhưng thực tế là chỉ kèm thêm 2 miếng, 2 miếng lau này chất liệu kém hơn miếng lau gốc.
 2. Nhựa gia công ở mức trung bình, phần đáy rất mỏng, bị lồi lên.
3. Không có lỗ thoát nước riêng cho ngăn vắt nên nước tràn từ ngăn giặt sang không thoát đi được, liên tục phải đổ toàn bộ nước đi nếu muốn vắt khô
4. Thiết kế tiết kiệm vật liệu nên để giặt ngập hết chổi thì nước đã đầy mấp mé miệng thùng, do vậy rất dễ tràn ra ngăn vắt. Lại phải chế thêm 1 chậu nước bên cạnh để giặt giẻ
5. Lau nhà tương đối sạch còn độ bền chưa kiểm định được vì vừa mới mua. 
6. Tổng quan sản phẩm ở mức OK, có thể sử dụng được chứ không phải xuất sắc. Đề nghị Tiki không cho nổi các review điểm cao để đánh lạc hướng người sử dụng",3,sàn thương_mại bây_giờ mục review ma_trận seder trừ cửa_hàng làm_ăn chân_chính sau sử_dụng sản_phẩm thực_tế sau 1 sản_phẩm ghi kèm 3 miếng lau thực_tế kèm 2 miếng 2 miếng lau chất_liệu kém miếng lau gốc 2 nhựa gia_công trung_bình đáy mỏng lồi 3 không lỗ thoát nước ngăn vắt nước tràn ngăn giặt không thoát đi liên_tục đổ toàn_bộ nước đi vắt khô 4 thiết_kế tiết_kiệm vật_liệu giặt ngập chổi nước mấp_mé miệng thùng dễ tràn ngăn vắt chế 1 chậu nước cạnh giặt giẻ 5 lau tương_đối sạch độ bền kiểm_định vừa_mới mua 6 tổng_quan sản_phẩm ok có_thể sử_dụng không xuất_sắc đề_nghị tiki không nổi review điểm_cao đánh lạc hướng sử_dụng,Negative
"Sản phẩm rất chất lượng. Tôi đã ao ước mua được bộ cây lau như thế này rất lâu rồi, nhưng vì sợ mua online sẽ gặp phải hàng kém chất lượng, tuy vậy, tôi đã không lầm khi tin và lựa chọn Parroti. Hàng rất chất lượng, mẫu mã đẹp. Chính sách hỗ trợ khách hàng cũng rất tuyệt vời, tôi rất thích. Sẽ ủng hộ Parroti trong tương lai. 

( vì trời tối và camera kém nên chất lượng hình ảnh không được đẹp như bên ngoài )",5,sản_phẩm chất_lượng ao_ước mua cây lau sợ mua online hàng kém chất_lượng tuy_vậy not-negative lựa_chọn paroti hàng chất_lượng mẫu_mã đẹp chính_sách hỗ_trợ khách_hàng tuyệt_vời thích ủng_hộ paroti tương_lai trời tối camera kém chất_lượng hình_ảnh not-positive,Positive
"Sản phẩm đóng gói cẩn thận, thùng đẹp như hình, cây lau dạng nối dài dễ sử dụng.
Tuy nhiên cả thùng và cây lau đều nhỏ hơn so với tôi hình dung, lau phòng/nhà nhỏ thì được chứ nhà to là hơi mất thời gian và mỏi tay...
Không hiểu sao tôi vắt hơn 20 lần nhưng miếng giẻ lau vẫn không kiệt được nước, khi lau nhà thì nền khá ướt, nhất là vào những hôm trời nồm/độ ẩm cao thì cả tiếng sau mới khô được :(",4,sản_phẩm đóng_gói cẩn_thận thùng đẹp hình cây lau dạng nối dễ sử_dụng tuy_nhiên thùng cây lau nhỏ hình_dung lau phòng nhỏ to thời_gian mỏi không vắt 20 miếng giẻ lau không kiệt nước lau ướt hôm trời nồm độ_ẩm tiếng sau khô,Positive
"Dụng cụ nhỏ gọn, thích hợp cho băm tỏi ớt lượng đủ dùng cho gia đình. Nếu nhà mn hay nấu nướng, ăn uống nhiều thì nên mua size lớn hơn( mình mua size nhỏ là size S). Hy vọng sẽ là 1 món đồ tiện lợi và phù hợp cho không gian bếp của mọi người nhá. Cảm ơn Tiki",5,dụng_cụ nhỏ gọn thích_hợp băm tỏi ớt lượng dùng gia_đình mn hay nấu_nướng ăn_uống mua cỡ lớn mua cỡ nhỏ cỡ s hy_vọng 1 món đồ tiện_lợi phù_hợp không_gian bếp nhá cảm_ơn tiki,Positive
"Mặc dù chạy bằng cơm nhưng quay hành, tỏi rất nhuyễn, dễ vệ sinh, đánh giá cao chất lượng
Nhưng vấn đề đáng nói ở đây là giao hàng lâu kinh khủng, đặt hàng từ 14/9 mà tới ngày 9/11 mới nhận được hàng, chưa bao giờ đặt 1 đơn hàng mà lâu như vậy, gần 2 tháng, xem lịch sử giao hàng thì thấy hàng cứ đứng yên 1 chỗ, mình bực mình ko huỷ đơn luôn để thử xem khi nào mới giao. Trong khi mình đặt 2 món cùng 1 lúc, cùng 1 store, mà tách ra làm 2 đơn, 1 đơn giao nhanh, 1 đơn gần 2 tháng. Phải nói đây là 1 trải nghiệm đặt hàng online khá tệ",2,mặc_dù chạy cơm hành tỏi nhuyễn dễ vệ_sinh đánh_giá chất_lượng vấn_đề đáng giao hàng kinh_khủng đặt_hàng 14 9 9 11 nhận hàng bao_giờ 1 đơn hàng 2 lịch_sử giao hàng hàng đứng yên 1 bực_mình không huỷ đơn thử giao 2 món 1 1 store tách 2 đơn 1 đơn giao nhanh 1 đơn 2 1 trải nghiệm đặt_hàng online tệ,Negative
"Sản phẩm nhỏ gọn nhưng cực xịn xò, dễ sử dụng, thuận tiện cho nhà bếp. Không sợ văng cay mắt như khi băm, giã hành ớt thông thường, mà hành băm ra nhuyễn đều. Hàng thì mới sản xuất tháng 4/2021, mua lúc đang dịch vận chuyển khó khăn nhưng may mà vẫn nhận được hàng, cảm ơn Tiki và đội ngũ shipper rất nhiều.",5,sản_phẩm nhỏ gọn cực xịn xò dễ sử_dụng thuận_tiện nhà_bếp không sợ văng cay mắt băm giã hành ớt thông_thường hành băm nhuyễn hàng sản_xuất 4 2021 mua dịch vận_chuyển khó_khăn may nhận hàng cảm_ơn tiki đội_ngũ shiper,Positive
